,Sentence,labels
2594, Ich möchte mehr Selbstvertrauen haben.,0
6818, Ich möchte nicht wieder in meine alte Gewohnheit des Hungerns zurückfallen und das ist es.,0
23923, Ich werde mich mehr bewegen und auf eine gesündere Ernährung achten.,2
3581, Ich habe viel Sport getrieben und gesund gegessen.,2
9458, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
18285," Ich habe viele Bücher gelesen, die mir gesagt haben, was ich tun soll.",1
7624, Ich werde mehr Selbstvertrauen haben.,0
18515," Was könntest du tun, das dich zufriedener mit deinem Essverhalten macht?",0
7816," Ich brauche eine App, die mir hilft mich zu motivieren.",0
20410, Ich möchte schneller fit sein.,0
14476, Ich habe auch eine Diät gemacht.,1
23543, Und ich würde gerne mehr Kontrolle über mein Leben haben.,0
8977," Was muss passieren, damit Du mehr Erfolg beim Abnehmen hast?",0
13425, Ich möchte nicht mehr so viel wiegen und ich will endlich aufhören mit Essen und Bewegung!,0
20233," Ehrlichkeit, Respekt und Humor.",0
16156, Es ist so schwer.,0
3314, Wie sieht dein Wochenplan aus?,2
2219," Ich bin frustriert, dass ich nicht abnehme.",0
6570, Ich freu mich auf eine schlankere Figur und weniger Probleme mit meiner Haut.,0
22185," Ich möchte fit sein, ein gutes Körpergefühl haben und mich mit meinem Körper wohlfühlen.",0
23656," Ich habe schon viel probiert, aber es hilft nichts.",0
15959, Hallo!,0
4544, Ich möchte mehr über die Ernährung lernen.,0
557, Ich möchte abnehmen und mehr Sport treiben.,2
20058, Ich bin ein guter ,0
21457, Aber irgendwie wird es immer schlimmer.,1
11990, Ich habe ein paar Mal mit dem Essen aufgehört.,1
13637, Hallo!,2
5096, Ich werde es einfach nicht mehr kaufen.,0
21248, Ich möchte meine Ernährung umstellen und mehr Sport machen.,2
1826, Ich könnte mehr Sport treiben.,0
15007," Wenn du einen Hunger hast, dann iss etwas, das dir gut schmeckt und das deinem Körper gut tut.",0
1634," Ich esse sehr gerne und es ist schwierig für mich, meine Kalorienzufuhr einzuschränken.",0
11307, Fühle mich nicht gut.,0
20365, Ich möchte mein Gewicht reduzieren.,0
19582, Ich will weniger Süßigkeiten essen.,0
6600," Ein schönes Körpergefühl, wenn ich sehe, dass ich abnehme und mich dadurch besser fühle.",0
1036, Jetzt geht es mir besser und ich bin voller Energie.,1
13377," Eine App, die mir jeden Morgen sagt, wie viel ich gestern gegessen habe und wie viel Bewegung ich gemacht habe.",0
14973, Das ist mein größtes Problem.,0
11874, Ich werde ein paar Schritte auf das Abnehmen zugehen.,2
1612," Mein Problem ist eher das Essen, das ich mir nicht kontrollieren kann.",0
10543," Ich habe dann die entsprechenden Maßnahmen ergriffen, um das zu erreichen.",0
17001," Ich wiege zu viel und habe Angst, dass ich es nicht schaffen kann.",0
8236, Ich werde mich mehr bewegen und auf gesünderes Essen achten.,2
23635, Ich möchte mein Gewicht reduzieren und mehr Sport treiben.,0
3587," Ich habe schon viel probiert, aber nichts hat geholfen.",2
22451, Ich möchte auch mehr Freizeit haben.,0
9040," Ich habe vor, mehr zu essen und mich dabei besser zu fühlen.",2
23933, Ich werde mehr Sport treiben.,2
14034," Ich habe eine E-Mail an meinen Freund geschrieben und ihm erzählt, warum ich abnehmen will.",1
18065," Du musst deine Ernährung umstellen, und du musst dich daran halten.",0
14559, Ich habe meine Ernährung umgestellt.,1
14989, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
18084," Was muss passieren, damit du die Änderung systematischer umsetzen kannst?",0
198, Ich könnte ein Pfund pro Woche abnehmen.,0
1285, Ich will in einem Jahr wiegen.,0
7254, Ich möchte einfach gesund werden.,0
10209, Ich möchte wieder mehr Spaß am Leben haben!,0
18083, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
8981," Ich möchte abnehmen, aber ich habe wirklich keine Zeit dafür.",0
2075," Ich habe das Gefühl, dass ich mich nicht genug bewege.",0
18704," Ich möchte gerne, dass Du mir hilfst, mein Gewicht zu reduzieren.",0
17272," Wenn ich es schaffe, meine Ernährung umzustellen, werde ich nicht mehr soviel essen.",0
6100, Hallo!,0
10414," Ich habe immer geglaubt, dass ich keine Stärken habe, um mein Ernährungsverhalten zu ändern.",0
1370," Ich wünsche mir ein gesundes Gewicht, das mich fit und vital bleibt.",0
18791, Ich möchte ein besseres Körpergefühl.,0
11969," Ich werde mich mit dem Thema Ernährung beschäftigen und versuchen, meine Ernährung zu verbessern.",2
7085, Ich kann auch mehr Sport treiben.,0
17595, Wenn ich mich wohler fühle.,0
23383, Ich möchte gerne wieder mehr Sport machen können und mich auch im Alltag besser fühlen.,0
19176," Was wirst du tun, damit du zufriedener mit deinen Essgewohnheiten bist?",2
16291, Ich werde meinen Handy-Kalorienzähler benutzen.,2
25809, Ich werde mich mehr bewegen.,2
10978, Ich war enttäuscht und habe mir selbst das Versagen vorgeworfen.,0
2860," Ich muss abnehmen, sonst bin ich nicht mehr attraktiv.",0
8078," Ich habe mich schon immer gefragt, woran es liegt, dass ich zu viel Gewicht auf die Waage bringe.",0
14952, Ich möchte einfach schnell Ergebnisse sehen.,0
18634," Ich könnte mehr aufhören, essen, wenn ich nicht hungrig bin.",0
15501, Ich bin einfach nicht motiviert genug.,0
21381, Hallo!,2
7183, Ich habe es versucht aber es wird nichts.,0
2449, Ich bin zu dick.,0
16216," Ich möchte dass du mir sagst, was ich essen kann.",0
21140, Ich möchte mein Gewicht reduzieren.,2
21176," Ich werde meine Ernährung umstellen, damit ich mehr gesunde Lebensmittel zu mir nehme und weniger ungesunde.",2
16590, Wir werden auch eine Diät machen.,2
19427, Ich will mehr Gemüse essen und weniger Salz.,0
2312, Ich will wieder eine schlankere Figur.,0
15662," Was muss sich ändern, damit du mit der Gewichtskontrolle besser zurecht kommst und das Abnehmen dich weniger anstrengt?",0
4421, Hallo!,1
274," Ich möchte das Gefühl haben, dass ich in meiner Haut besser aussehe.",0
5022, Das ist mir alles leicht zu ändern.,0
968, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,1
9241," Ja, ich werde mich mehr bewegen.",2
8748, Hallo!,0
23602," Ich würde mich besser fühlen, wenn ich abnehme.",0
13158," Ich möchte aufhören, Medikamente zu nehmen.",0
3723, Es hat nicht funktioniert.,2
1993," Ich möchte abnehmen, weil ich mich nicht mehr wohl fühle.",0
17356, Ein gesünderes Leben ist nichts für mich.,0
19653, Ich esse zu viel und zu schnell.,0
24420, Ich möchte mein Essverhalten ändern.,0
7403, Ich habe mehr Energie und kann leichter Sport machen.,0
5098, Die Chips sind einfach so lecker!,0
9351, Hallo!,0
14842, Ich bin einfach zu dick.,0
7330," Ich habe einige Gesundheitssysteme ausprobiert, die ich online gefunden habe.",0
6325, So konnte ich nicht lange durchhalten.,1
6770," Wenn ich mich mehr bewege, werde ich auch weniger essen.",0
11637," Ich möchte aber nicht allein ins Fitnessstudio gehen, weil ich da immer wieder auf die gleichen Leute treffe.",0
497, Es hat nicht funktioniert.,0
14912," Ich bin einfach zu faul, um mich zu bewegen.",0
11884," Ich werde mir einen Plan machen, um meinen Körperfettanteil zu verringern.",2
23741, Hallo!,0
3819, Das ist eine gute Idee!,1
5837," Ich habe vor, meine Ernährung umzustellen und mich mehr zu bewegen.",2
2718," Ich muss mehr Sport treiben, weniger essen und mich mehr bewegen.",0
12700," C: Würdest du dich auch schuldig fühlen, wenn du dir einen Schokoriegel gönnst?",0
4424," Ich habe meine Ernährung umgestellt, ich esse jetzt weniger tierische Produkte und mehr Gemüse.",1
4329, Ich kaufe nicht mehr ganz so viel Süßes ein.,1
20654, Ich muss mehr Sport treiben.,0
11881, Ich werde mit dem Abnehmen anfangen.,2
1367," Ich wünsche mir einen Körper, der mich nicht mehr so belastet.",0
2231," Ich bin frustriert, dass ich nicht abnehme.",0
8257, Ich werde auch so viel wie möglich Gemüse essen.,2
11377, Ich bin fast nur noch im Bett.,0
23830, Ich muss mein Essen besser kontrollieren.,0
23972," Ich bin hier um meinen Bedürfnissen nachzukommen, indem ich mein Gewicht reduziere.",2
11647," Ich esse gerne, aber ich habe das Gefühl, dass ich momentan zu viel esse.",0
23780, Ich bin hier um Dich in die richtige Richtung zu lenken.,0
13887," Ich habe mir vorgenommen, mehr Sport zu treiben.",2
12617, Ich habe mir gestern Abend noch einmal die neuen Rezepte angesehen.,0
24015, Ich habe mich schon vor der OP ziemlich gut geschröpft und seit dem habe ich es auch nicht mehr getan.,1
5689, Ich werde die folgenden Fragen beantworten.,2
4464, Ich habe angefangen meine Mahlzeiten zu planen und mich daran zu halten.,1
4643, Ich wünsche mir mehr Kontrolle über meine Ernährung.,0
8226, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,2
1093, Ich möchte abnehmen.,0
17241, Ich möchte abnehmen.,0
24670, Ich will mich gesünder ernähren.,0
18911, Ich möchte wieder mehr Sport treiben und mich besser ernähren.,0
25489," Ich habe meinen täglichen Kalorienbedarf um 30% gesenkt, ich esse weniger Fett und ich habe mich von den Süßigkeiten verabschiedet.",0
839," Ich habe versucht, mich nicht mehr in der Nähe von Snacks aufzuhalten.",1
2820, Ich muss unbedingt abnehmen.,0
14170," Ich habe mich gesünder ernährt, das ist mir am wichtigsten.",1
19673, Ich möchte mehr Gemüse essen.,0
24801, Ich könnte mehr Sport machen.,0
7739, Ich möchte fit und gesund sein.,0
19297, Ich habe mich mehr bewegt.,1
2618, Weil ich mich dann besser fühle.,0
11250, Ich werde mich schlechter fühlen.,0
18904, Ich will es nochmal versuchen.,0
11871, Ich werde es versuchen.,2
23253," H: Wie lange ist es her, dass du dich zuletzt so gefühlt hast?",0
13343, Hallo!,0
17787," Ich werde mein Essen auf eine vierköpfige Familie umrechnen und nur noch das essen, was mir dann noch bleibt.",2
24553, Was kann ich tun?,0
21230," Ich möchte mir einen Sportplan erstellen, der meine Stärken und Schwächen berücksichtigt.",2
23496," Ich würde abnehmen, weil ich nicht so schwer bin und ich möchte mehr Energie haben.",0
23133, Ich möchte ein gesünderes Leben führen.,0
17759," Was muss passieren, damit du glaubst, beim Abnehmen Erfolg zu haben?",0
8732, Aber wie soll ich das schaffen?,0
15922, Ich habe dann eine Mitstreiterin und eine Ansprechpartnerin.,0
983," Ich habe auch angefangen, meine Ernährung zu planen und eine Liste mit den Dingen zu führen, die ich essen will.",1
6462," Ja, ich habe bereits eine Ernährungsumstellung hinter mir.",1
12608, Ich kann meinen Körper auf eine angenehmere Weise berühren.,0
19729, Ich kann meine Gedanken und Gefühle ändern.,0
14142, Ich habe kaum Appetit.,1
23110, Weil ich mir ein schöneres Leben wünsche.,0
12844, Ich möchte mein Gewicht halten.,0
24282, Ich habe Diäten gemacht.,1
2889, Ich bin zu dick.,0
22791, Ich könnte mehr Sport treiben.,0
10555," Ich hatte großen Erfolg, als ich langsam anfing und meine Ernährung umstellte.",0
25766, Ich will mehr Bewegung in meinen Alltag bringen.,2
17831, Ich werde mehr Sport treiben.,2
13825, Ich würde mich fitter fühlen.,0
23285, Warum ist dir persönlich diese Änderung wichtig?,0
24840, Und wie?,0
17939," Ich muss über die Veränderungen nachdenken, die ich unbedingt vornehmen muss, um mein Gewicht zu halten.",0
17554, Weil ich zu faul bin.,0
2303, Ich fühle mich nicht wohl dabei.,0
18504, Ich habe keine Ahnung.,0
6303," Zum Beispiel habe ich einige Apps auf meinem Handy installiert, die mich dazu anhalten, mehr zu bewegen.",1
11491, Hallo!,0
23212," Ich möchte auch meine Fitness verbessern, da ich einige Vereine besuche und mich dort sportlich betätige.",0
6630, Ich möchte mehr zu mir selbst stehen und das ist nur mit einem schlanken Körper möglich.,0
23810, Hallo!,0
5343, Ich würde gerne wieder ein gesünderes Gewicht haben.,0
24622, Ich möchte gesund essen und nicht mehr so viel Alkohol trinken.,0
20826, Ich kann mein Gewicht nicht halten.,0
11984, Ich werde jetzt damit anfangen.,2
22721," Was könntest Du tun, um die Motivationsgründe zu befriedigen?",0
6729, Ich möchte mit dem Rauchen aufhören.,0
23463, Ich würde mich gesünder fühlen.,0
16563, Ich werde meine Ernährung umstellen.,2
21052, Ich werde Sport treiben.,2
22580, Ich möchte meine Gesundheit verbessern und länger leben.,0
23837, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,2
13084," Ich möchte meine Familie nicht nur glücklich machen, sondern auch selbst glücklich sein.",0
22298, Ich bin ein einfacher ,0
22487, Ich will ein besseres Gefühl für mich und meinen Körper haben.,0
23603, Weil ich ein gesünderes Leben führen möchte.,0
1131, Ich möchte mein Gewicht reduzieren.,0
25206, Ich würde gerne etwas schlanker sein.,0
2131," Ich weiß nicht, wie ich meine Gewohnheiten ändern kann.",0
3341, Ich möchte eine gesunde Auswahl an frischem Obst und Gemüse essen.,2
4612, Ich wünsche mir mehr Kontrolle über mein Essverhalten.,0
744," Ich habe schon ein paar Sachen getan, aber es ist noch viel zu tun.",1
2349, Ich habe ein schlechtes Gewissen wenn ich etwas esse das ich nicht essen sollte.,0
7433," Ich möchte, dass meine Familie und Freunde mich lieber haben.",0
21284, Welche Veränderungen an deiner Ernährung und bei der Bewegung planst du konkret in die Tat umzusetzen?,2
23464," Ich würde es wollen, weil ich mich nicht wohl in meiner Haut fühle.",0
24995, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
23663," Hallo, ich bin hier um dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.",0
7758," Ich habe das Gefühl, es ist eine Sisyphusarbeit.",0
22112, Ich will weniger Alkohol trinken.,2
9235, Ich werde abends kein Essen mehr bestellen.,2
8704, Was ist das Problem?,0
4897, Ich könnte mehr Sport treiben.,0
21308, Hallo!,2
20679, Ich muss mehr Sport machen.,0
10887, Die Diät hat nicht funktioniert.,0
12023," Ich esse jetzt nur noch das, was ich essen möchte und nicht mehr das, was ich nicht essen möchte.",1
4268," Ich habe angefangen, die Kalorien zu zählen.",1
8120," Ich habe vor, einige Tage lang jeden Tag einen Smoothie zu trinken.",2
22264, Ich möchte meine Gesundheit fördern.,0
14271, Und ich habe keine Süßigkeiten mehr gegessen.,1
10838," Ich habe mich wohler gefühlt, wenn ich abgenommen hatte.",0
25096, Ich möchte fitter werden und mehr Energie haben.,0
5588, Ich möchte mehr Kontrolle über mein Essverhalten haben.,0
18079, Hallo!,0
13079, Ich will den Mädchen gefallen.,0
15643," Ich habe das Gefühl, ich muss immer mehr tun, um das gleiche Ergebnis zu erzielen.",0
2507, Ich möchte meinen Körper und mein Selbstbild verändern.,0
3951," Ich bin ein guter Diätberater, ich kann gut rechnen und habe einen guten Überblick über meine Einnahmen und Ausgaben.",0
20941," Ich habe mich entschlossen, mein Leben zu ändern.",0
18245, Ich habe viele Diäten gemacht und auch eine Sportart begonnen.,1
19313, Dann habe ich eine Diät nach South Beach probiert.,1
8850, Ich muss weniger essen.,0
17880, Ich werde mich mehr bewegen.,2
12264, Ich möchte ein paar Kilo abnehmen und meine Figur verbessern.,0
16584," Ich werde eine kleine Gruppe von Freunden und Familienmitgliedern zusammenrufen, die mich bei meinem Abnehmversuch unterstützen.",2
24725," Ich weiß, dass ich abnehmen kann, wenn ich nur weniger esse.",0
8349, Ich habe in den letzten Wochen viel Sport gemacht.,1
15140, Hallo!,0
17590, Ich will einfach nur weniger essen und mich besser fühlen.,0
23027," Ich bin immer müde, ich habe keine Energie und ich bin nicht glücklich.",0
23684," Ich muss wissen, dass das, was ich tue, mir hilft.",0
14060, Ich habe mehr Sport gemacht.,1
10895, Auch habe ich mir viele Gedanken über mein Gewicht gemacht.,0
19631," Ich möchte endlich ein gesünderes Essverhalten entwickeln, dass mir hilft, mein Gewicht zu halten.",0
6695," Ich bin glücklich, wenn ich meine Familie und Freunde sehen kann und es ihnen gut geht.",0
20146," Ich bin kreativ, ich habe ein gutes Gedächtnis, ich arbeite effizient und ich bin eine gute Mischung aus Spontaneität und Planung.",0
5073, Ich esse viel zu fettig.,0
12047, Ich habe schon vieles versucht.,1
15415," Ich habe schon immer über Gewicht geklagt, aber diese Diäten sind einfach nicht das Richtige für mich.",0
17807, Ich werde mich bewegen.,2
11511," Ich habe schon so viele Diäten ausprobiert, aber ich habe es nie geschafft.",0
7699, Hallo!,0
17469, HCI: Ich verstehe.,0
23889," Ich werde mich an den Plan halten, den ich ausgearbeitet habe.",2
21460," Ich esse jetzt nur noch, wenn ich wirklich Hunger habe.",1
16998, Hallo!,1
13687, Ich bin immer wieder am Abnehmen und dann wieder am Futterholen.,0
3684, Ich habe mich vegan ernährt.,2
19912," Ich hatte auch schon eine App, aber die hat mich nicht dazu gebracht, mehr Sport zu treiben.",0
21081," Ich werde mich bemühen, diesen Plan einzuhalten.",2
